2dca-284c-06fd-e8a6	Guadeloupe/Guadeloupe/NNP/O/NA/null/located|nsubj/Guadeloupe|appos -LRB-/-lrb-/-LRB-/O/NA/null/France|punct/ France/France/NNP/COUNTRY/NA/null/Guadeloupe|appos/France|punct|France|punct -RRB-/-rrb-/-RRB-/O/NA/null/France|punct/ is/be/VBZ/O/Abstract/1.59/located|cop/ located/located/JJ/O/NA/null//located|nsubj|located|cop|located|nmod:in in/in/IN/O/NA/0.0/hemisphere|case/ the/the/DT/O/NA/0.0/hemisphere|det/ northern/northern/JJ/O/Focus/3.13/hemisphere|amod/ hemisphere/hemisphere/NN/O/Focus/3.58/located|nmod:in/hemisphere|case|hemisphere|det|hemisphere|amod
63dd-a852-6c17-7b9a	peat/peat/NN/O/NA/null/make|nsubjpass/ is/be/VBZ/O/Abstract/1.59/make|auxpass/ made/make/VBN/O/Abstract/2.52//make|nsubjpass|make|auxpass|make|advcl:of of/of/IN/O/NA/0.0/decay|mark/ decaying/decay/VBG/O/Focus/3.28/make|advcl:of/decay|mark|decay|dobj|decay|nmod:by|decay|dep vegetation/vegetation/NN/O/Concrete/4.45/decay|dobj/vegetation|amod compacted/compacted/JJ/O/Focus/3.1/vegetation|amod/ by/by/IN/O/NA/0.0/soil|case/ soil/soil/NN/O/Concrete/4.87/decay|nmod:by/soil|case in/in/IN/O/NA/0.0/a|case/ a/a/DT/O/NA/0.0/swamp|advmod/a|case swamp/swamp/VB/O/Concrete/4.96/decay|dep/swamp|advmod|swamp|nmod:over over/over/IN/O/NA/0.0/period|case/ a/a/DT/O/NA/0.0/period|det/ long/long/JJ/O/Focus/3.18/period|amod/ period/period/NN/O/Focus/3.31/swamp|nmod:over/period|case|period|det|period|amod|period|nmod:of of/of/IN/O/NA/0.0/time|case/ time/time/NN/O/Focus/3.07/period|nmod:of/time|case
2986-2c97-8a43-e240	Albania/Albania/NNP/COUNTRY/NA/null/located|nsubj/ is/be/VBZ/O/Abstract/1.59/located|cop/ located/located/JJ/O/NA/null//located|nsubj|located|cop|located|nmod:in in/in/IN/O/NA/0.0/hemisphere|case/ the/the/DT/O/NA/0.0/hemisphere|det/ northern/northern/JJ/O/Focus/3.13/hemisphere|amod/ hemisphere/hemisphere/NN/O/Focus/3.58/located|nmod:in/hemisphere|case|hemisphere|det|hemisphere|amod
a0e7-290b-5de1-5648	a/a/DT/O/NA/0.0/bubble|det/ bubble/bubble/NN/O/Concrete/4.6/contain|nsubj/bubble|det contains/contain/VBZ/O/NA/null//contain|nsubj|contain|dobj gas/gas/NN/O/Concrete/4.29/contain|dobj/
a3c6-f26b-2009-9503	months/month/NNS/O/NA/null/kind|nsubj/ are/be/VBP/O/Abstract/1.96/kind|cop/ a/a/DT/O/NA/0.0/unit|det:qmod/a|mwe|a|mwe kind/kind/NN/O/Abstract/2.07/a|mwe/kind|nsubj|kind|cop of/of/IN/O/NA/0.0/a|mwe/ unit/unit/NN/O/Focus/3.77//unit|det:qmod|unit|acl:for for/for/IN/O/NA/0.0/measure|mark/ measuring/measure/VBG/O/Focus/3.52/unit|acl:for/measure|mark|measure|dobj time/time/NN/O/Focus/3.07/measure|dobj/
3599-03b4-9c23-4b8f	toward/toward/IN/O/NA/0.0/be|nmod/ is/be/VBZ/O/Abstract/1.59//be|nmod|be|nsubj a/a/DT/O/NA/0.0/direction|det:qmod/a|mwe|a|mwe kind/kind/NN/O/Abstract/2.07/a|mwe/ of/of/IN/O/NA/0.0/a|mwe/ direction/direction/NN/O/Abstract/2.79/be|nsubj/direction|det:qmod
838c-30bf-9b24-714b	an/a/DT/O/NA/0.0/animal|det/ animal/animal/NN/O/Concrete/4.61/require|nsubj/animal|det requires/require/VBZ/O/NA/null//require|nsubj|require|dobj|require|xcomp energy/energy/NN/O/Focus/3.11/require|dobj|move|nsubj:xsubj/ to/to/TO/O/NA/0.0/move|mark/ move/move/VB/O/Focus/3.25/require|xcomp/move|nsubj:xsubj|move|mark
8627-a51d-fcbc-8601	moving/move/VBG/O/Focus/3.82/similar|nsubj/ is/be/VBZ/O/Abstract/1.59/similar|cop/ similar/similar/JJ/O/Abstract/2.46//similar|nsubj|similar|cop|similar|advcl:to to/to/TO/O/NA/0.0/travel|mark/ travelling/travel/VBG/O/NA/null/similar|advcl:to/travel|mark
182e-6373-acc4-bde3	an/a/DT/O/NA/0.0/airplane|det/ airplane/airplane/NN/O/Concrete/4.96/kind|nsubj/airplane|det is/be/VBZ/O/Abstract/1.59/kind|cop/ a/a/DT/O/NA/0.0/vehicle|det:qmod/a|mwe|a|mwe kind/kind/NN/O/Abstract/2.07/a|mwe/kind|nsubj|kind|cop of/of/IN/O/NA/0.0/a|mwe/ vehicle/vehicle/NN/O/Concrete/4.64//vehicle|det:qmod
93f3-4dd8-30f7-de3f	an/a/DT/O/NA/0.0/lens|det/ eyeglass/eyeglass/NN/O/Concrete/4.7/lens|compound/ lens/lens/NN/O/Concrete/4.64/kind|nsubj/lens|det|lens|compound is/be/VBZ/O/Abstract/1.59/kind|cop/ a/a/DT/O/NA/0.0/object|det:qmod/a|mwe|a|mwe kind/kind/NN/O/Abstract/2.07/a|mwe/kind|nsubj|kind|cop of/of/IN/O/NA/0.0/a|mwe/ object/object/NN/O/Focus/3.66//object|det:qmod
39ec-9974-829d-ba5e	warm/warm/JJ/O/Focus/3.56//warm|cc|warm|conj:or or/or/CC/O/NA/0.0/warm|cc/ becoming/become/VBG/O/Abstract/1.67/warm|conj:or/become|xcomp warm/warm/JJ/O/Focus/3.56/means|amod/ means/means/NNS/O/Abstract/1.93/become|xcomp/means|amod|means|acl:relcl heat/heat/NN/O/Focus/3.79/add|nsubjpass/ is/be/VBZ/O/Abstract/1.59/add|auxpass/ added/add/VBN/O/Abstract/2.74/means|acl:relcl/add|nsubjpass|add|auxpass
ee81-d31b-b856-0729	chlorophyll/chlorophyll/NN/O/Focus/4.07/kind|nsubj/ is/be/VBZ/O/Abstract/1.59/kind|cop/ a/a/DT/O/NA/0.0/pigment|det:qmod/a|mwe|a|mwe kind/kind/NN/O/Abstract/2.07/a|mwe/kind|nsubj|kind|cop of/of/IN/O/NA/0.0/a|mwe/ pigment/pigment/NN/O/Concrete/4.4//pigment|det:qmod
8854-3e45-f39e-81a8	left/leave/VBN/O/Focus/3.7//leave|compound:prt|leave|nmod:of out/out/IN/O/NA/0.0/leave|compound:prt/ of/of/IN/O/NA/0.0/means|case/ means/means/NNS/O/Abstract/1.93/leave|nmod:of/means|case|means|acl moved/move/VBN/O/NA/null/means|acl/move|nmod from/from/IN/O/NA/0.0/move|nmod/
f4dc-5030-6255-a1f8	humans/human/NNS/O/NA/null/have|nsubj/human|acl changing/change/VBG/O/NA/null/human|acl/change|dobj|change|dobj|change|advmod ecosystems/ecosystem/NNS/O/NA/null/change|dobj/ecosystem|cc|ecosystem|conj:or or/or/CC/O/NA/0.0/ecosystem|cc/ environments/environment/NNS/O/NA/null/change|dobj|ecosystem|conj:or/ usually/usually/RB/O/Abstract/2.04/change|advmod/ has/have/VBZ/O/NA/null//have|nsubj|have|dobj a/a/DT/O/NA/0.0/impact|det/ negative/negative/JJ/O/Abstract/1.79/impact|amod/ impact/impact/NN/O/Abstract/2.59/have|dobj/impact|det|impact|amod|impact|nmod:on|impact|nmod:on on/on/IN/O/NA/0.0/ecosystem|case/ an/a/DT/O/NA/0.0/ecosystem|det/ ecosystem/ecosystem/NN/O/Focus/4.11/impact|nmod:on/ecosystem|case|ecosystem|det|ecosystem|cc|ecosystem|conj:or|ecosystem|acl or/or/CC/O/NA/0.0/ecosystem|cc/ organisms/organism/NNS/O/NA/null/impact|nmod:on|ecosystem|conj:or/ living/live/VBG/O/Focus/3.04/ecosystem|acl/live|nmod:in in/in/IN/O/NA/0.0/ecosystem|case/ an/a/DT/O/NA/0.0/ecosystem|det/ ecosystem/ecosystem/NN/O/Focus/4.11/live|nmod:in/ecosystem|case|ecosystem|det
85c8-f683-bc89-7bc5	drying/dry/VBG/O/Focus/3.25//dry|dobj means/means/NNS/O/Abstract/1.93/amount|compound/ amount/amount/NN/O/Abstract/2.74/dry|dobj/amount|compound|amount|nmod:of|amount|nmod:of|amount|nmod:of of/of/IN/O/NA/0.0/water|case/ water/water/NN/O/Concrete/5.0/amount|nmod:of/water|case|water|cc|water|conj:or or/or/CC/O/NA/0.0/water|cc/ amount/amount/NN/O/Abstract/2.74/amount|nmod:of|water|conj:or/ of/of/IN/O/NA/0.0/decrease|case/ liquid/liquid/NN/O/Concrete/4.72/decrease|compound/liquid|cc|liquid|conj:or or/or/CC/O/NA/0.0/liquid|cc/ wetness/wetness/NN/O/Focus/3.79/liquid|conj:or|decrease|compound/ decreases/decrease/NNS/O/NA/null/amount|nmod:of/decrease|case|decrease|compound|decrease|compound
6637-e41b-2d15-bfdc	a/a/DT/O/NA/0.0/fan|det/ ceiling/ceiling/NN/O/Concrete/4.85/fan|compound/ fan/fan/NN/O/Concrete/4.71/kind|nsubj/fan|det|fan|compound is/be/VBZ/O/Abstract/1.59/kind|cop/ a/a/DT/O/NA/0.0/fan|det:qmod/a|mwe|a|mwe kind/kind/NN/O/Abstract/2.07/a|mwe/kind|nsubj|kind|cop of/of/IN/O/NA/0.0/a|mwe/ fan/fan/NN/O/Concrete/4.71//fan|det:qmod
86ed-0d8e-531e-34e3	fishing/fishing/NN/O/Concrete/4.3/be|nsubj/ is/be/VBZ/O/Abstract/1.59//be|nsubj|be|advcl|be|advcl when/when/WRB/O/Abstract/1.6/kill|advmod/ a/a/DT/O/NA/0.0/human|det/ human/human/JJ/O/Concrete/4.93/kill|nsubj|catch|nsubj/human|det kills/kill/VBZ/O/NA/null/be|advcl/kill|advmod|kill|nsubj|kill|cc|kill|conj:or|kill|dobj or/or/CC/O/NA/0.0/kill|cc/ catches/catch/VBZ/O/NA/null/be|advcl|kill|conj:or/catch|nsubj fish/fish/NN/O/Concrete/5.0/kill|dobj/fish|nmod:for for/for/IN/O/NA/0.0/food|case/ food/food/NN/O/Concrete/4.8/fish|nmod:for/food|case
12b0-e9bb-c84e-6a42	as/as/IN/O/NA/0.0/become|mark/ a/a/DT/O/NA/0.0/source|det/ source/source/NN/O/Abstract/2.96/become|nsubj/source|det|source|nmod:of of/of/IN/O/NA/0.0/light|case/ light/light/JJ/O/Concrete/4.21/source|nmod:of/light|case becomes/become/VBZ/O/Abstract/1.61//become|mark|become|nsubj|become|advmod|become|punct|become|ccomp closer/closer/RBR/O/Focus/3.0/become|advmod/ ,/,/,/O/NA/0.0/become|punct/ that/that/IN/O/NA/0.0/appear|mark/ source/source/NN/O/Abstract/2.96/appear|nsubj/ will/will/MD/O/NA/0.0/appear|aux/ appear/appear/VB/O/Focus/3.13/become|ccomp/appear|mark|appear|nsubj|appear|aux|appear|dobj brighter/brighter/NN/O/NA/null/appear|dobj/
d662-f8eb-acab-099f	if/if/IN/O/NA/0.0/become|mark/ a/a/DT/O/NA/0.0/thing|det/ living/living/NN/O/Focus/3.04/thing|compound/ thing/thing/NN/O/Focus/3.17/become|nsubj/thing|det|thing|compound becomes/become/VBZ/O/Abstract/1.61//become|mark|become|nsubj|become|xcomp|become|dep too/too/RB/O/Abstract/1.7/cold|advmod/ cold/cold/JJ/O/Focus/3.85/become|xcomp/cold|advmod then/then/RB/O/Abstract/1.44/die|advmod/ that/that/IN/O/NA/0.0/die|mark/ living/live/VBG/O/Focus/3.04/thing|amod/ thing/thing/NN/O/Focus/3.17/die|nsubj/thing|amod will/will/MD/O/NA/0.0/die|aux/ die/die/VB/O/Focus/3.07/become|dep/die|advmod|die|mark|die|nsubj|die|aux
0409-e9e6-43fb-ed4c	California/California/NNP/STATE_OR_PROVINCE/NA/null/state|nsubj/ is/be/VBZ/O/Abstract/1.59/state|cop/ a/a/DT/O/NA/0.0/state|det/ state/state/NN/O/Focus/3.52//state|nsubj|state|cop|state|det|state|amod|state|nmod:of located/located/JJ/O/NA/null/state|amod/located|nmod:in in/in/IN/O/NA/0.0/States|case/ the/the/DT/O/NA/0.0/States|det/ United/United/NNP/COUNTRY/Abstract/2.61/States|compound/ States/States/NNPS/COUNTRY/NA/null/located|nmod:in/States|case|States|det|States|compound of/of/IN/COUNTRY/NA/0.0/America|case/ America/America/NNP/COUNTRY/NA/null/state|nmod:of/America|case
baa9-9ba4-d21a-6e99	a/a/DT/O/NA/0.0/stem|det/ cactus/cactus/NN/O/Concrete/5.0/stem|compound/ stem/stem/NN/O/Concrete/4.63/use|nsubjpass/stem|det|stem|compound is/be/VBZ/O/Abstract/1.59/use|auxpass/ used/use/VBN/O/Abstract/2.64//use|nsubjpass|use|auxpass|use|advcl:for for/for/IN/O/NA/0.0/store|mark/ storing/store/VBG/O/NA/null/use|advcl:for/store|mark|store|dobj water/water/NN/O/Concrete/5.0/store|dobj/
cf45-38b5-9810-f308	a/a/DT/O/NA/0.0/centimeter|det/ centimeter/centimeter/NN/O/Focus/4.13/kind|nsubj/centimeter|det is/be/VBZ/O/Abstract/1.59/kind|cop/ a/a/DT/O/NA/0.0/unit|det:qmod/a|mwe|a|mwe kind/kind/NN/O/Abstract/2.07/a|mwe/kind|nsubj|kind|cop of/of/IN/O/NA/0.0/a|mwe/ unit/unit/NN/O/Focus/3.77//unit|det:qmod|unit|nmod:of of/of/IN/O/NA/0.0/measurement|case/ measurement/measurement/NN/O/Focus/3.26/unit|nmod:of/measurement|case
9752-f5f1-f7af-ff0e	a/a/DT/O/NA/0.0/canyon|det/ canyon/canyon/NN/O/Concrete/4.81/make|nsubjpass/canyon|det is/be/VBZ/O/Abstract/1.59/make|auxpass/ made/make/VBN/O/Abstract/2.52//make|nsubjpass|make|auxpass|make|nmod:of of/of/IN/O/NA/0.0/rock|case/ rocks/rock/NNS/O/NA/null/make|nmod:of/rock|case
bdbf-34c0-8ec2-7e7a	the/the/DT/O/NA/0.0/ground|det/ ground/ground/NN/O/Concrete/4.77/bottom|nsubj/ground|det is/be/VBZ/O/Abstract/1.59/bottom|cop/ at/at/IN/O/NA/0.0/bottom|case/ the/the/DT/O/NA/0.0/bottom|det/ bottom/bottom/NN/O/Concrete/4.25//bottom|nsubj|bottom|cop|bottom|case|bottom|det|bottom|nmod:of of/of/IN/O/NA/0.0/area|case/ an/a/DT/O/NA/0.0/area|det/ area/area/NN/O/Focus/3.72/bottom|nmod:of/area|case|area|det
d042-a628-d170-532f	flying/fly/VBG/O/Focus/4.1//fly|ccomp a/a/DT/O/NA/0.0/kite|det/ kite/kite/NN/O/Concrete/5.0/require|nsubj/kite|det requires/require/VBZ/O/NA/null/fly|ccomp/require|nsubj|require|dobj wind/wind/NN/O/Focus/3.93/require|dobj/
55a5-70f3-961c-a142	a/a/DT/O/NA/0.0/telescope|det/ telescope/telescope/NN/O/Concrete/5.0/kind|nsubj/telescope|det is/be/VBZ/O/Abstract/1.59/kind|cop/ a/a/DT/O/NA/0.0/instrument|det:qmod/a|mwe|a|mwe kind/kind/NN/O/Abstract/2.07/a|mwe/kind|nsubj|kind|cop of/of/IN/O/NA/0.0/a|mwe/ instrument/instrument/NN/O/Concrete/4.27//instrument|det:qmod|instrument|acl:for|instrument|acl:for for/for/IN/O/NA/0.0/observe|mark/ observing/observe/VBG/O/Abstract/2.89/instrument|acl:for/observe|mark|observe|dobj|observe|cc|observe|conj:or celestial/celestial/JJ/O/Abstract/2.86/object|amod/ objects/object/NNS/O/NA/null/observe|dobj/object|amod or/or/CC/O/NA/0.0/observe|cc/ observing/observe/VBG/O/Abstract/2.89/instrument|acl:for|observe|conj:or/observe|dobj the/the/DT/O/NA/0.0/sky|det/ sky/sky/NN/O/Concrete/4.45/observe|dobj/sky|det
c130-54eb-43da-154f	eating/eat/VBG/O/Focus/4.14//eat|dobj|eat|dep|eat|nsubj a/a/DT/O/NA/0.0/butterfly|det/ monarch/monarch/NN/O/Focus/4.14/butterfly|compound/ butterfly/butterfly/NN/O/Concrete/4.93/eat|dobj/butterfly|det|butterfly|compound causes/cause/VBZ/O/NA/null/eat|dep/ a/a/DT/O/NA/0.0/predator|det/ predator/predator/NN/O/Focus/3.64/eat|nsubj/predator|det|predator|acl:to to/to/TO/O/NA/0.0/become|mark/ become/become/VB/O/Abstract/1.54/predator|acl:to/become|mark|become|xcomp sick/sick/JJ/O/Abstract/2.97/become|xcomp/
29a8-8ae2-e41b-b230	as/as/IN/O/NA/0.0/harder|mark/ light/light/JJ/O/Concrete/4.21/increase|amod/ pollution/pollution/NN/O/Focus/3.75/increase|compound/ increases/increase/NNS/O/NA/null/harder|nsubj/increase|amod|increase|compound|increase|punct|increase|acl ,/,/,/O/NA/0.0/increase|punct/ seeing/see/VBG/O/Focus/3.48/increase|acl/see|dobj the/the/DT/O/NA/0.0/star|det/ stars/star/NNS/O/NA/null/see|dobj/star|det will/will/MD/O/NA/0.0/harder|aux/ be/be/VB/O/Abstract/1.85/harder|cop/ harder/harder/RBR/O/Abstract/2.0//harder|mark|harder|nsubj|harder|aux|harder|cop
4aff-d072-35cc-3ebe	liters/liter/NNS/O/NA/null/unit|nsubj/liter|appos -LRB-/-lrb-/-LRB-/O/NA/null/l|punct/ L/l/NN/O/Focus/3.13/liter|appos/l|punct|l|punct -RRB-/-rrb-/-RRB-/O/NA/null/l|punct/ is/be/VBZ/O/Abstract/1.59/unit|cop/ a/a/DT/O/NA/0.0/unit|det/ unit/unit/NN/O/Focus/3.77//unit|nsubj|unit|cop|unit|det|unit|acl used/use/VBN/O/Abstract/2.64/unit|acl/use|advcl:for for/for/IN/O/NA/0.0/measure|mark/ measuring/measure/VBG/O/Focus/3.52/use|advcl:for/measure|mark|measure|dobj volume/volume/NN/O/Focus/3.07/measure|dobj/volume|acl generally/generally/RB/O/Abstract/1.65/use|advmod/ used/use/VBN/O/Abstract/2.64/volume|acl/use|advmod|use|nmod:for for/for/IN/O/NA/0.0/value|case/ values/value/NNS/O/NA/null/use|nmod:for/value|case|value|nmod:between|value|nmod:between between/between/IN/O/NA/0.0/1|case/ 1/1/CD/NUMBER/NA/0.0/value|nmod:between/1|case|1|cc|1|conj:and and/and/CC/NUMBER/NA/0.0/1|cc/ 50000000/50000000/CD/NUMBER/NA/0.0/value|nmod:between|1|conj:and/
2aff-8cb6-a4f9-5fd9	staying/stay/VBG/O/NA/null//stay|xcomp|stay|dep|stay|nsubj warm/warm/JJ/O/Focus/3.56/stay|xcomp/ has/have/VBZ/O/NA/null/stay|dep/ a/a/DT/O/NA/0.0/impact|det/ positive/positive/JJ/O/Abstract/2.44/impact|amod/ impact/impact/NN/O/Abstract/2.59/stay|nsubj/impact|det|impact|amod|impact|nmod:on|impact|nmod:on on/on/IN/O/NA/0.0/survival|case/ an/a/DT/O/NA/0.0/animal|det/ animal/animal/NN/O/Concrete/4.61/survival|nmod:poss/animal|det|animal|case 's/'s/POS/O/NA/0.0/animal|case/ survival/survival/NN/O/Abstract/2.34/impact|nmod:on/survival|case|survival|nmod:poss|survival|cc|survival|conj:or or/or/CC/O/NA/0.0/survival|cc/ health/health/NN/O/Abstract/2.28/impact|nmod:on|survival|conj:or/
b28b-5ea8-bdf1-0faf	curiosity/curiosity/NN/O/Abstract/1.61/mean|nsubj/ means/mean/VBZ/O/Abstract/1.93//mean|nsubj|mean|dobj the/the/DT/O/NA/0.0/need|det/ need/need/NN/O/Abstract/1.69/mean|dobj/need|det|need|acl:to to/to/TO/O/NA/0.0/know|mark/ know/know/VB/O/Abstract/1.68/need|acl:to/know|mark|know|dobj new/new/JJ/O/Abstract/2.81/information|amod/ information/information/NN/O/Abstract/2.87/know|dobj/information|amod
66e7-34fd-3de2-350c	San/San/NNP/COUNTRY/NA/null/Marino|compound/ Marino/Marino/NNP/COUNTRY/NA/null/located|nsubj/Marino|compound is/be/VBZ/O/Abstract/1.59/located|cop/ located/located/JJ/O/NA/null//located|nsubj|located|cop|located|nmod:in in/in/IN/O/NA/0.0/hemisphere|case/ the/the/DT/O/NA/0.0/hemisphere|det/ northern/northern/JJ/O/Focus/3.13/hemisphere|amod/ hemisphere/hemisphere/NN/O/Focus/3.58/located|nmod:in/hemisphere|case|hemisphere|det|hemisphere|amod
c840-d35c-641c-e5ea	nanometers/nanometer/NNS/O/NA/null/unit|nsubj/nanometer|appos -LRB-/-lrb-/-LRB-/O/NA/null/nm|punct/ nm/nm/NN/O/NA/null/nanometer|appos/nm|punct|nm|punct -RRB-/-rrb-/-RRB-/O/NA/null/nm|punct/ are/be/VBP/O/Abstract/1.96/unit|cop/ a/a/DT/O/NA/0.0/unit|det/ unit/unit/NN/O/Focus/3.77//unit|nsubj|unit|cop|unit|det|unit|acl used/use/VBN/O/Abstract/2.64/unit|acl/use|advcl:for for/for/IN/O/NA/0.0/measure|mark/ measuring/measure/VBG/O/Focus/3.52/use|advcl:for/measure|mark|measure|dobj|measure|dobj length/length/NN/O/Focus/4.07/measure|dobj/length|cc|length|conj:or|length|acl or/or/CC/O/NA/0.0/length|cc/ distance/distance/NN/O/Focus/3.17/measure|dobj|length|conj:or/ generally/generally/RB/O/Abstract/1.65/use|advmod/ used/use/VBN/O/Abstract/2.64/length|acl/use|advmod|use|nmod:for for/for/IN/O/NA/0.0/value|case/ values/value/NNS/O/NA/null/use|nmod:for/value|case|value|nmod:between|value|nmod:between between/between/IN/O/NA/0.0/1|case/ 1/1/CD/NUMBER/NA/0.0/value|nmod:between/1|case|1|cc|1|conj:and and/and/CC/O/NA/0.0/1|cc/ 1000/1000/CD/DATE/NA/0.0/value|nmod:between|1|conj:and/
b492-a3a6-e0aa-0ea9	matter/matter/NN/O/Focus/3.54/drip|nsubj/matter|nmod:in in/in/IN/O/NA/0.0/state|case/ the/the/DT/O/NA/0.0/state|det/ liquid/liquid/JJ/O/Concrete/4.72/state|amod/ state/state/NN/O/Focus/3.52/matter|nmod:in/state|case|state|det|state|amod drips/drip/VBZ/O/NA/null//drip|nsubj
f5ca-b95b-fd83-47d8	seasons/season/NNS/O/NA/null/cause|nsubj/ cause/cause/VBP/O/Abstract/2.43//cause|nsubj|cause|dobj|cause|nmod:to change/change/NN/O/Abstract/2.89/cause|dobj/ to/to/TO/O/NA/0.0/environment|case/ the/the/DT/O/NA/0.0/environment|det/ environment/environment/NN/O/Focus/3.74/cause|nmod:to/environment|case|environment|det
12d9-60df-23de-f00f	decomposition/decomposition/NN/O/Focus/3.1/be|nsubj/ is/be/VBZ/O/Abstract/1.59//be|nsubj|be|advcl|be|advcl when/when/WRB/O/Abstract/1.6/recycle|advmod/ a/a/DT/O/NA/0.0/decomposer|det/ decomposer/decomposer/NN/O/Abstract/2.83/recycle|nsubj|return|nsubj/decomposer|det recycles/recycle/VBZ/O/NA/null/be|advcl/recycle|advmod|recycle|nsubj|recycle|cc|recycle|conj:or|recycle|dobj|recycle|nmod:from|recycle|advcl:by or/or/CC/O/NA/0.0/recycle|cc/ returns/return/VBZ/O/NA/null/be|advcl|recycle|conj:or/return|nsubj nutrients/nutrient/NNS/O/NA/null/recycle|dobj/ from/from/IN/O/NA/0.0/organism|case/ dead/dead/JJ/O/Focus/4.07/organism|amod/ organisms/organism/NNS/O/NA/null/recycle|nmod:from/organism|case|organism|amod|organism|nmod:to to/to/TO/O/NA/0.0/soil|case/ the/the/DT/O/NA/0.0/soil|det/ soil/soil/NN/O/Concrete/4.87/organism|nmod:to/soil|case|soil|det by/by/IN/O/NA/0.0/eat|mark/ eating/eat/VBG/O/Focus/4.14/recycle|advcl:by/eat|mark|eat|dobj those/those/DT/O/NA/0.0/organism|det/ dead/dead/JJ/O/Focus/4.07/organism|amod/ organisms/organism/NNS/O/NA/null/eat|dobj/organism|det|organism|amod
541c-2eac-6ed4-ea6a	producing/produce/VBG/O/NA/null/kind|nsubj/ is/be/VBZ/O/Abstract/1.59/kind|cop/ a/a/DT/O/NA/0.0/function|det:qmod/a|mwe|a|mwe kind/kind/NN/O/Abstract/2.07/a|mwe/kind|nsubj|kind|cop of/of/IN/O/NA/0.0/a|mwe/ function/function/NN/O/Abstract/1.92//function|det:qmod
1eef-7771-64a6-1d93	to/to/TO/O/NA/0.0/hover|mark/ hover/hover/VB/O/Focus/3.17//hover|mark|hover|dobj|hover|xcomp means/means/NNS/O/Abstract/1.93/hover|dobj|stay|nsubj:xsubj/ to/to/TO/O/NA/0.0/stay|mark/ stay/stay/VB/O/Abstract/2.15/hover|xcomp/stay|nsubj:xsubj|stay|mark|stay|nmod:in in/in/IN/O/NA/0.0/place|case/ place/place/NN/O/Focus/3.48/stay|nmod:in/place|case|place|nmod:in in/in/IN/O/NA/0.0/air|case/ the/the/DT/O/NA/0.0/air|det/ air/air/NN/O/Focus/4.11/place|nmod:in/air|case|air|det
2bf5-43b2-828d-7991	tea/tea/NN/O/Concrete/4.69/hot|nsubj|warm|nsubj/ is/be/VBZ/O/Abstract/1.59/hot|cop/ usually/usually/RB/O/Abstract/2.04/hot|advmod/ hot/hot/JJ/O/Concrete/4.31//hot|nsubj|hot|cop|hot|advmod|hot|cc|hot|conj:or or/or/CC/O/NA/0.0/hot|cc/ warm/warm/JJ/O/Focus/3.56/hot|conj:or/warm|nsubj
9e69-51bc-d488-fd6e	staying/stay/VBG/O/NA/null//stay|ccomp cool/cool/NN/O/Focus/3.53/have|nsubj/ has/have/VBZ/O/NA/null/stay|ccomp/have|nsubj|have|dobj a/a/DT/O/NA/0.0/impact|det/ positive/positive/JJ/O/Abstract/2.44/impact|amod/ impact/impact/NN/O/Abstract/2.59/have|dobj/impact|det|impact|amod|impact|nmod:on on/on/IN/O/NA/0.0/comfort|case/ a/a/DT/O/NA/0.0/human|det/ human/human/JJ/O/Concrete/4.93/comfort|nmod:poss/human|det|human|case 's/'s/POS/O/NA/0.0/human|case/ comfort/comfort/NN/O/Abstract/2.89/impact|nmod:on/comfort|case|comfort|nmod:poss
201e-3e95-e41a-672d	asphalt/asphalt/NN/O/Concrete/4.83/surface|nsubj/ is/be/VBZ/O/Abstract/1.59/surface|cop/ a/a/DT/O/NA/0.0/surface|det/ smooth/smooth/JJ/O/Focus/3.81/surface|amod/ surface/surface/NN/O/Concrete/4.26//surface|nsubj|surface|cop|surface|det|surface|amod
7b38-a486-3dc5-7abe	Pitcairn/Pitcairn/NNP/ORGANIZATION/NA/null/Islands|compound/ Islands/Islands/NNP/ORGANIZATION/NA/null/located|nsubj/Islands|compound|Islands|appos -LRB-/-lrb-/-LRB-/O/NA/null/Kingdom|punct/ United/United/NNP/COUNTRY/Abstract/2.61/Kingdom|compound/ Kingdom/Kingdom/NNP/COUNTRY/Focus/3.76/Islands|appos/Kingdom|punct|Kingdom|compound|Kingdom|punct -RRB-/-rrb-/-RRB-/O/NA/null/Kingdom|punct/ is/be/VBZ/O/Abstract/1.59/located|cop/ located/located/JJ/O/NA/null//located|nsubj|located|cop|located|nmod:in in/in/IN/O/NA/0.0/hemisphere|case/ the/the/DT/O/NA/0.0/hemisphere|det/ southern/southern/JJ/O/Abstract/2.62/hemisphere|amod/ hemisphere/hemisphere/NN/O/Focus/3.58/located|nmod:in/hemisphere|case|hemisphere|det|hemisphere|amod
